jop name,laocation,company name,experience,experience year,skills
Technical Support Engineer,"Cairo, Egypt ",Wicresoft,Experienced,1 - 3 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ CCNA', 'Computer Science', ' ∑ DNS', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ Management', ' ∑ MCSE']"
QA- Operational Quality Officer,"6th of October, Giza, Egypt ",Logistica,Entry Level,1 - 2 Yrs of Exp,"['∑ males_only', ' ∑ Quality', ' ∑ Quality Control', ' ∑ QMS', ' ∑ GMP', ' ∑ English', ' ∑ Quality Assurance', ' ∑ quality', 'Science']"
Senior Software Developer (C#),"Cairo, Egypt ",Confidential,Experienced,6 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Software Engineering', ' ∑ Software Development', ' ∑ Information Technology (IT)', ' ∑ SQL', ' ∑ Engineering', 'Computer Science', ' ∑ ASP.Net']"
Senior Instrument and Control Designer,"Dubai, United Arab Emirates ",John Wood Group PLC,Not specified,None,"[' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ software development', ' ∑ engineering', ' ∑ testing', ' ∑ design', ' ∑ quality']"
Test Specialist,"Cairo, Egypt ",IBM WTC Egypt,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Testing', ' ∑ Marketing', ' ∑ Customer Service', ' ∑ Education', ' ∑ Microsoft Excel']"
KSA Lab Manager,"Riyadh, Saudi Arabia ",EssilorLuxottica SA,Not specified,None,"[' ∑ Medical/Healthcare', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Management', ' ∑ Medical', ' ∑ Indoor Sales', ' ∑ Medicine', ' ∑ Operations']"
Software Product Owner,"Cairo, Egypt ",Softec Technologies,Experienced,6+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Agile', ' ∑ Product', ' ∑ Software', ' ∑ Software Development', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Project Management']"
Business Analyst - Supply Chain Business Control,"Cairo, Egypt ",Heineken,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Business Analysis', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Software Development', ' ∑ Software', ' ∑ Computer Engineering']"
Senior Machine Learning and NLP Engineer,"Cairo, Egypt ",Antal International - Egypt,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Python', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Machine Learning', ' ∑ Software Engineering', ' ∑ C++', ' ∑ Mathematics']"
"Vendor Consultant - Italian, AVS-NOP","Cairo, Egypt ",Amazon MENA,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ engineering', ' ∑ information technology (it)', 'computer science', ' ∑ sales', ' ∑ management', ' ∑ operations', ' ∑ planning']"
QA Compliance Senior Specialist,"6th of October, Giza, Egypt ",Al Andalous Pharmaceutical Industries,Experienced,3 - 5 Yrs of Exp,"[' ∑ Quality', ' ∑ Pharmaceutical', ' ∑ Pharmaceutical', ' ∑ QA', ' ∑ Quality Assurance', 'Science', ' ∑ Pharmacy', ' ∑ Compliance', ' ∑ quality']"
Group Senior Manager - Tax (UAE CIT) United Arab Emirates Posted on 10/16/2023 Trending,"Dubai, United Arab Emirates ",Cargoes,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Customer Service', ' ∑ Project Management', ' ∑ Marketing', ' ∑ Information Technology (IT)', ' ∑ Customer Support']"
Watermaster- Senior Document Controller,"Riyadh, Saudi Arabia ",UrbaCon Contracting & Trading Company,Not specified,None,"[' ∑ Engineering - Construction/Civil/Architecture', ' ∑ Engineering - Telecom/Technology', '', ' ∑ Document Control', ' ∑ Administration', ' ∑ Microsoft Office', ' ∑ Construction', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ Libraries']"
Senior Product Manager - CRM & Ecommerce,"Riyadh, Saudi Arabia ",Persistence Recruitment,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Marketing', ' ∑ Information Technology (IT)', ' ∑ Sales Skills', ' ∑ Project Management', ' ∑ Product Management', 'Computer Science']"
Testing & Commissioning Manager (Systems MEP) - THE LINE,"Riyadh, Saudi Arabia ",Jasara Program Management Company,Not specified,None,"[' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Testing', ' ∑ Software Testing', ' ∑ Software Development', ' ∑ Software Engineering', ' ∑ Quality Control']"
Lead Customer Engagement,"Dubai, United Arab Emirates ",OA- Mastercard,Not specified,None,"[' ∑ Customer Service/Support', ' ∑ Sales/Retail', ' ∑ Customer Care', ' ∑ Customer Support', ' ∑ Customer Service', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Business Development', ' ∑ CRM']"
HCM Consultant,"6th of October, Giza, Egypt ",Perfect Presentation,Experienced,8 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ EBS', ' ∑ ERP', ' ∑ Finance', ' ∑ HCM', ' ∑ Oracle', ' ∑ PL/SQL', ' ∑ SQL', 'Computer Science', ' ∑ Information Technology (IT)']"
Database Administrator,"6th of October, Giza, Egypt ",Perfect Presentation,Experienced,8 - 9 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Database', ' ∑ database administration', ' ∑ DBA', ' ∑ Oracle', ' ∑ Software', 'Computer Science']"
Data Modeler,"Cairo, Egypt ",Capleo Globle,Experienced,3 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ ETL', 'Data Modeling']"
CRM Developer,"Riyadh, Saudi Arabia ",Professional Recruitment,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Sales/Retail', ' ∑ CRM', ' ∑ Business Development', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Information Technology (IT)', ' ∑ Sales Target', 'Computer Science']"
Technical Lead (Full-Stack\.Net Core & Angluar),"Maadi, Cairo, Egypt ",Link Datacenter,Manager,4 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Operations/Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Angular', ' ∑ Information Technology (IT)', ' ∑ Software Development', 'Computer Science', ' ∑ Design', ' ∑ Docker', ' ∑ Engineering']"
IT Administrator,"Nasr City, Cairo, Egypt ",Infotech,Experienced,2+ Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Information Technology (IT)', ' ∑ IT', ' ∑ Networks', ' ∑ System Administration', 'Computer Science', ' ∑ English', ' ∑ Linux', ' ∑ Ubuntu']"
Front Office Developer / Junior Desk Quant,"Dubai, United Arab Emirates ",Parker Connect,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ administration', ' ∑ office management', ' ∑ secretary', ' ∑ microsoft office', 'computer science', ' ∑ software development', ' ∑ communication skills']"
Solution Engineer - Test & Learn Analytics,"Dubai, United Arab Emirates ",OA- Mastercard,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Software Engineering', ' ∑ Computer Engineering', ' ∑ Software Development', ' ∑ Sales']"
IT Manager,"Mohandessin, Giza, Egypt ",Confidential,Experienced,10 - 15 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', 'Computer Science', ' ∑ Computer Engineering', ' ∑ Information Technology (IT)', ' ∑ IT', ' ∑ Software', ' ∑ Computer Hardware']"
Junior Computer Vision Engineer,"Cairo, Egypt ",Noases,Entry Level,0 - 2 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ Programming', ' ∑ Design', ' ∑ Software Engineering', ' ∑ Machine Learning']"
"Product Line Manager - Drill Bits EHO (O&G, Sales, Marketing): Dubai Dubai, United Arab Emirates","Dubai, United Arab Emirates ","National Oilwell Varco, Inc.",Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Product Management', ' ∑ Marketing', ' ∑ Sales', ' ∑ Information Technology (IT)', ' ∑ Sales Skills', ' ∑ Pharmacy', 'Computer Science']"
Business Development Manager - Nexis Solutions - Dubai,"Dubai, United Arab Emirates ",Lexisnexis,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', '', ' ∑ Business Development', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Sales Target', ' ∑ Marketing', ' ∑ Customer Service', ' ∑ Customer Support']"
Business Development Manager - Beauty and Medical Technology Division,"Dubai, United Arab Emirates ",HTRUST,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Business Development', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Sales Target', ' ∑ Marketing', ' ∑ Customer Service', ' ∑ Customer Support']"
PMC Senior Technical Safety Engineer,"Dubai, United Arab Emirates ",John Wood Group PLC,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Technical Office', ' ∑ AutoCAD', ' ∑ Civil Engineering', ' ∑ Architecture', ' ∑ Electrical Engineering', ' ∑ Microsoft Office']"
Agri-Tech Chief Engineer/Engineering Director,"Dubai, United Arab Emirates ",ManpowerGroup Middle East,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', 'computer science', ' ∑ information technology (it)', ' ∑ computer engineering', ' ∑ electrical engineering', ' ∑ engineering', ' ∑ project management', ' ∑ management']"
Electrical Support Engineer (Technical) - Rabigh,"Rabigh, Saudi Arabia ",NOMAC,Experienced,10+ Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Electrical Engineering', ' ∑ Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Technical Support', ' ∑ Customer Support', ' ∑ Customer Service']"
Senior Engineer - Electrical,"Dubai, United Arab Emirates ",AECOM,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Engineering', ' ∑ Software Development', ' ∑ Computer Engineering', ' ∑ Mechanical Engineering']"
Operator CCC | Facilities Management | AFRE,"Dubai, United Arab Emirates ",Al Futtaim Group - Other locations,Not specified,None,"[' ∑ Operations/Management', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', ' ∑ operations', 'computer science', ' ∑ project management', ' ∑ construction', ' ∑ installation', ' ∑ management']"
Business Development Manager - Nexis Solutions - Dubai,"Dubai, United Arab Emirates ",RELX Group plc,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Business Development', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Sales Target', ' ∑ Marketing', ' ∑ Customer Service', ' ∑ Customer Support']"
Group Senior Manager - Tax (UAE CIT),"Dubai, United Arab Emirates ",DP World,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Customer Service', ' ∑ Project Management', ' ∑ Marketing', ' ∑ Information Technology (IT)', ' ∑ Customer Support']"
Quality Control Specialist ( IPC ),"Alexandria, Egypt ",Easy Group For Health and Beauty Care,Entry Level,1 - 2 Yrs of Exp,"[' ∑ R&D/Science', ' ∑ Quality', ' ∑ Engineering - Other', ' ∑ quality', ' ∑ Quality Control', ' ∑ Analysis', 'Data', ' ∑ IPC']"
Information Technology Analyst,"Riyadh, Saudi Arabia ",Raytheon,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Business Analysis', ' ∑ Analyst', ' ∑ Analysis', ' ∑ Software Development', ' ∑ Software Engineering']"
"Security Compliance Specialist, CSS Compliance VAR","Dubai, United Arab Emirates ",Amazon Middle East and North Africa FZ-LLC - F52,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ html5', ' ∑ software development', ' ∑ engineering', ' ∑ software', ' ∑ aws']"
Information Management & Performance Reporting Officer NOA,"Cairo, Egypt ",World Food Program - Other locations,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Project Management', ' ∑ Engineering', ' ∑ Software Development', ' ∑ Computer Engineering', ' ∑ Management']"
Database Administrator,"Cairo, Egypt ",ITS,Experienced,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ computer', 'Computer Science', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ Oracle', 'Science', ' ∑ Skills', ' ∑ Sybase']"
Senior Manager ñ VCA Accelerator/ VCA Strategic Initiatives,"Cairo, Egypt ",Currencycloud,Not specified,None,"[' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ sales', ' ∑ business development', ' ∑ marketing', ' ∑ finance', ' ∑ commercial', ' ∑ management', ' ∑ business']"
Business Analyst,"Nasr City, Cairo, Egypt ",Confidential,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', '', ' ∑ Business Analysis', ' ∑ Analysis', ' ∑ Cash Collection', ' ∑ Information Technology (IT)', 'Science', ' ∑ Software', ' ∑ UX']"
Treaty & Operations Analyst,"Dubai, United Arab Emirates ","Reinsurance Group Of America, Incorporated",Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ analysis', ' ∑ finance', ' ∑ accounting', ' ∑ financial analysis', ' ∑ microsoft excel']"
Product Specialist - Immunology,"Abu Dhabi, United Arab Emirates ",Johnson & Johnson,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Pharmacy', ' ∑ Medical', 'Science', ' ∑ Sales Target', ' ∑ Pharmaceutical']"
Sales Specialist ñ Nutanix Unified Storage (NUS) - Emerging Markets,"Riyadh, Saudi Arabia ",Nutanix,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', ' ∑ sales', 'computer science', ' ∑ sales skills', ' ∑ engineering', ' ∑ software', ' ∑ pre sales']"
G&A Cost Controller,"Doha, Qatar ",Power International Holding,Experienced,∑ Installation/Maintenance/Repair,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Software Development', ' ∑ 3G', ' ∑ Computer Engineering', ' ∑ GSM']"
Information Technology Specialist,"Sheraton, Cairo, Egypt ",GLOBAL AUTO,Experienced,1 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Information Technology (IT)', ' ∑ Hardware', ' ∑ Installation', 'Computer Science', ' ∑ computer', ' ∑ Technical Support', ' ∑ system', ' ∑ Software']"
Senior Presales Consultant - RS,"Cairo, Egypt ",Giza Arabia Systems,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Real Estate', ' ∑ Sales Target', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Customer Service']"
SENIOR PETROLEUM ENGINEER,"Doha, Qatar ",Applus+,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Engineering', ' ∑ Software Development', ' ∑ Computer Engineering', ' ∑ Mechanical Engineering']"
"Senior Engineer, Reservoir Simulation","Abu Dhabi, United Arab Emirates ",ADNOC (Abu Dhabi National Oil Company),Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', 'computer science', ' ∑ information technology (it)', ' ∑ engineering', ' ∑ computer engineering', ' ∑ testing', ' ∑ management', ' ∑ design']"
Senior Logistics Manager,"Riyadh, Saudi Arabia ",UrbaCon Contracting & Trading Company,Not specified,None,"[' ∑ Logistics/Supply Chain', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Logistics', ' ∑ Customer Service', ' ∑ Supply Chain', ' ∑ Project Management', ' ∑ Microsoft Office']"
Pharmacist,"Ajman, United Arab Emirates ",Fursaty Careers/Learn to B HR Consultancy,Not specified,None,"[' ∑ Medical/Healthcare', ' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ Pharmacy', ' ∑ Pharmaceutical', ' ∑ Medical', ' ∑ Sales', ' ∑ Pharmacist', 'Science', ' ∑ Customer Service']"
Quality & Operations Executive (KSA-Riyadh),"Riyadh, Saudi Arabia ",Justmop,Not specified,None,"[' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Quality Control', ' ∑ Quality Assurance', ' ∑ Quality', ' ∑ Engineering', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ QA']"
Medical Representative ( Giza - October ),"Giza, Giza, Egypt ",El Nahar for Medical Solutions,Experienced,1 - 3 Yrs of Exp,"[' ∑ Medical/Healthcare', ' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ Agriculture', ' ∑ Commerce', ' ∑ Communication', ' ∑ Communication skills', ' ∑ Medical', ' ∑ Pharmacy', ' ∑ Sales']"
IT Help Desk,"Mokattam, Cairo, Egypt ",Ahmed El-Sallab,Experienced,2 - 3 Yrs of Exp,"['∑ males_only', ' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ IT', ' ∑ Diagnose', ' ∑ Help desk', ' ∑ Information Technology (IT)', ' ∑ Installation', ' ∑ Communication', 'Computer Science']"
Apex Developer,"6th of October, Giza, Egypt ",Dorra Group,Entry Level,2 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ APEX', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ CSS', ' ∑ JavaScript', ' ∑ Oracle PL/SQL', ' ∑ Oracle', ' ∑ PL/SQL']"
Programmer & IT,"Cairo, Egypt ",shaheen communication data systems,Experienced,3 - 10 Yrs of Exp,"[' ∑ Project/Program Management', '', ' ∑ Travel Coordination', ' ∑ tours', 'Computer Science', ' ∑ Programmer', ' ∑ Software Development', ' ∑ Information Technology (IT)', ' ∑ Programming']"
Senior IT Specialist,"Nasr City, Cairo, Egypt ",United Group For Engineering And Investment,Manager,4 - 6 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ CCNA', ' ∑ Communication', ' ∑ Communication skills', 'Computer Science', ' ∑ Customer Service', ' ∑ Information Technology (IT)', ' ∑ Networking']"
Engineer - Electrical (ELV),"Riyadh, Saudi Arabia ",AECOM,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Development', ' ∑ Software Engineering', ' ∑ Computer Engineering', ' ∑ Mechanical Engineering']"
"Systems Engr II (ICT, Airport Systems)- KSA National only - Red Sea Project","Riyadh, Saudi Arabia ","Honeywell International, Inc.",Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ sql', ' ∑ engineering', ' ∑ software', ' ∑ design', ' ∑ development']"
Senior Pipeline Engineer,"Dubai, United Arab Emirates ",John Wood Group PLC,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Engineering', ' ∑ Software Development', ' ∑ Computer Engineering', ' ∑ Mechanical Engineering']"
Senior Instrument and Control Engineer,"Dubai, United Arab Emirates ",John Wood Group PLC,Not specified,None,"[' ∑ Quality', ' ∑ Engineering - Telecom/Technology', ' ∑ Quality Control', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Software Testing', ' ∑ Quality Assurance', ' ∑ Software Development', ' ∑ Engineering']"
Business Analyst,"Cairo, Egypt ",DXC.technology,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Business Analysis', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Software Development', ' ∑ Software', ' ∑ Computer Engineering']"
Graduate Process Engineer (UAE National),"Dubai, United Arab Emirates ",John Wood Group PLC,Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering', ' ∑ Mechanical Engineering', ' ∑ Production', ' ∑ Electrical Engineering', ' ∑ Mechatronics', ' ∑ Industrial Engineering', ' ∑ Information Technology (IT)']"
COMPUTED TOMOGRAPHY TECHNOLOGIST,"Riyadh, Saudi Arabia ",King Faisal Specialist Hospital & Research Centre,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ engineering', ' ∑ java', ' ∑ medical', ' ∑ maintenance', ' ∑ repair']"
SOC Analyst ñ Level 1- KSA,"Riyadh, Saudi Arabia ",IT Security C&T,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ customer service', ' ∑ analysis', ' ∑ engineering', ' ∑ operations', ' ∑ research']"
SOC Analyst Level 2,"Riyadh, Saudi Arabia ",IT Security C&T,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ analysis', ' ∑ engineering', ' ∑ analyst', ' ∑ siem', ' ∑ management']"
Senior Full Stack Developer (.Net Core - MVC),"Nasr City, Cairo, Egypt ",Dynamicslink,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ .Net', ' ∑ ASP.Net', 'Computer Science', ' ∑ CSS', ' ∑ Information Technology (IT)', ' ∑ JavaScript', ' ∑ jQuery', ' ∑ Software Development', ' ∑ Programming']"
Macro Research Analyst,"Dubai, United Arab Emirates ",Multisig Media,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Media/Journalism/Publishing', ' ∑ Research', ' ∑ Analysis', ' ∑ Market Research', ' ∑ Marketing', ' ∑ Business Administration', ' ∑ Economics', ' ∑ Accounting']"
IT Software/System Integration Coordinator,"Dubai, United Arab Emirates ",ManpowerGroup Middle East,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ information technology (it)', 'computer science', ' ∑ software development', ' ∑ software engineering', ' ∑ erp', ' ∑ english', ' ∑ maintenance']"
Designer - Landscape,"Riyadh, Saudi Arabia ",Rentokil Initial plc,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Design', ' ∑ Adobe Photoshop', ' ∑ Graphic Design', ' ∑ Adobe Illustrator', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering']"
Security Guard,"Jeddah, Saudi Arabia ",Rentokil Initial plc,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', '', ' ∑ information technology (it)', 'computer science', ' ∑ oracle', ' ∑ administration', ' ∑ security', ' ∑ safety']"
Senior Oracle Apps Functional Consultant,"Zamalek, Cairo, Egypt ",Al Ahly capital holding - Al Ahly Tamkeen,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Functional', 'Computer Science', ' ∑ Functional consultant', ' ∑ Consultant', ' ∑ Oracle Apps']"
"Director, Product Development - Cross Border Payments","Dubai, United Arab Emirates ",OA- Mastercard,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Business Development', ' ∑ Engineering', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Sales', ' ∑ Software Development', ' ∑ Product Development']"
Team Leader,"Riyadh, Saudi Arabia ",Rentokil Initial plc,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Information Technology (IT)', ' ∑ Sales Target', 'Computer Science', ' ∑ Customer Service', ' ∑ Real Estate']"
"Software Engineer - (Laravel, Vue, Golang)","Nasr City, Cairo, Egypt ",Our Education,Manager,5+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ Software Engineering', ' ∑ Engineering', 'Computer Science', ' ∑ Web Development', ' ∑ PHP', ' ∑ OOP']"
Senior Project Manager | Banking,"Maadi, Cairo, Egypt ",Expleo,Manager,15 - 20 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Banking', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Management', ' ∑ Project', ' ∑ PMP', ' ∑ Project Management']"
Senior Backend Developer,"New Cairo, Cairo, Egypt ",Àﬁ… «·«‰Ã«“,Experienced,3+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Communication skills', ' ∑ Computer Engineering', 'Computer Science', ' ∑ Engineering', ' ∑ English', ' ∑ Information Technology (IT)', ' ∑ Node.js', ' ∑ Laravel']"
Senior Frontend Developer,"New Cairo, Cairo, Egypt ",Àﬁ… «·«‰Ã«“,Experienced,3+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ React.js', ' ∑ React', ' ∑ Software Development', ' ∑ Information Technology (IT)', ' ∑ Software Engineering', ' ∑ Vue', ' ∑ Computer Engineering', 'Computer Science']"
Sr. Devops Engineer,"Downtown, Cairo, Egypt ",waffarha.com,Experienced,3 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', ' ∑ DevOps', ' ∑ AWS', ' ∑ Software Development', ' ∑ Linux', ' ∑ Information Technology (IT)', ' ∑ Python', ' ∑ MySQL']"
Senior Testing Engineer,"Cairo, Egypt ",Octane solutions,Experienced,3 - 5 Yrs of Exp,"[' ∑ Accounting/Finance', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Agile', ' ∑ Automation', ' ∑ computer', 'Computer Science', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ quality']"
Business Analyst,"6th of October, Giza, Egypt ",Aman,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ IT', ' ∑ SQL', ' ∑ systems analysis', ' ∑ Technical Writing']"
