jop name,laocation,company name,experience,experience year,skills
Senior Analyst - Forecasting and Research,"Dubai, United Arab Emirates ",Transguard group,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ Finance', ' ∑ Accounting', ' ∑ Financial Analysis']"
Senior Compliance Analyst (Client Acceptance) - For UAE Nationals,"Dubai, United Arab Emirates ",ADCB Abu Dhabi Commercial Bank,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ Finance', ' ∑ Accounting', ' ∑ Financial Analysis']"
Junior Data Analyst,"Mohandessin, Giza, Egypt ",Options,Experienced,2 - 5 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Analysis', ' ∑ analytical', ' ∑ Communication skills', 'Computer Science', 'Data Analysis', 'Data visualization', 'Data']"
Data Analyst,"Alexandria, Egypt ",Confidential,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ analytical', ' ∑ Business Intelligence', ' ∑ Communication skills', ' ∑ English', 'Data Analysis', ' ∑ Amazon AWS', ' ∑ Information Technology (IT)']"
Finance Analyst,"Riyadh, Saudi Arabia ",Raytheon,Not specified,None,"[' ∑ Banking', ' ∑ Analyst/Research', ' ∑ Finance', ' ∑ Accounting', ' ∑ Financial Analysis', ' ∑ Commerce', ' ∑ Microsoft Office', ' ∑ Analyst', ' ∑ Economics']"
Infrastructure SAN Storage and Data Protection Manager,"Cairo, Egypt ",Confidential,Manager,8 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ SAN Storage', 'Data Center Management']"
Manager IT Platform Operations,"Dubai, United Arab Emirates ",Charterhouse Middle East,Not specified,None,"[' ∑ Operations/Management', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ ITIL', ' ∑ Infrastructure', ' ∑ Management', ' ∑ Operations', ' ∑ Support']"
Assistant Professor in Statistics,"Doha, Qatar ",University of Doha for Science and Technology (UDST),Not specified,None,"[' ∑ Engineering - Telecom/Technology', ' ∑ Education/Teaching', ' ∑ Education', ' ∑ Teaching', ' ∑ Tutor', ' ∑ Human Resources (HR)', ' ∑ Artificial Intelligence', ' ∑ Computer Engineering', 'Computer Science']"
BI Developer,"Nasr City, Cairo, Egypt ",Confidential,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Microsoft Power BI', ' ∑ BI', 'Computer Science', 'Data Warehouse', ' ∑ Engineering', ' ∑ ETL', ' ∑ Information Technology (IT)']"
Interactive Learning Specialist (KSA),"Riyadh, Saudi Arabia ",Raytheon,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Training/Instructor', ' ∑ Training', ' ∑ E-Learning', ' ∑ Information Technology (IT)', ' ∑ Learning', ' ∑ Business Development', 'Computer Science', ' ∑ Human Resources (HR)']"
ITSM Senior Analyst - Service Now Developer,"Cairo, Egypt ",Antal International - Egypt,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Analysis', ' ∑ Business Analysis', ' ∑ Finance', ' ∑ Accounting', ' ∑ Financial Analysis']"
SAP ABAP Analyst,"Cairo, Egypt ",Antal International - Egypt,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ SAP', ' ∑ ABAP', 'Computer Science', ' ∑ Software Engineering', ' ∑ Computer Engineering', ' ∑ SAP ABAP']"
Senior Software Business Analyst / ERP,"Nasr City, Cairo, Egypt ",Our Education,Experienced,5 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', ' ∑ Analysis', ' ∑ Management', ' ∑ Project Management', ' ∑ Software Development', ' ∑ Agile', ' ∑ business', 'Computer Science']"
Junior Well Log Analyst,"Kuwait City, Kuwait ",TGT group,Not specified,None,"[' ∑ Analyst/Research', ' ∑ Engineering - Telecom/Technology', '', ' ∑ information technology (it)', 'computer science', ' ∑ software development', ' ∑ software engineering', ' ∑ engineering', ' ∑ analysis', ' ∑ development']"
Reporting Specialist,"Riyadh, Saudi Arabia ",500 Global,Not specified,None,"[' ∑ Administration', ' ∑ Analyst/Research', ' ∑ Reporting', ' ∑ Finance', ' ∑ Microsoft Excel', ' ∑ Accounting', ' ∑ Analysis', ' ∑ Financial Analysis', ' ∑ Commerce']"
SAP Consultant " business One","Bab Sharq, Alexandria, Egypt ",Egast,Experienced,2 - 10 Yrs of Exp,"[' ∑ Business Development', ' ∑ Analysis', ' ∑ ABAP', ' ∑ business', 'Computer Science', 'Data Analysis', ' ∑ Consulting', ' ∑ Information Technology (IT)', ' ∑ SAP', ' ∑ Software']"
Data Engineer lead,"Nasr City, Cairo, Egypt ",BBI-Consultancy,Experienced,3 - 7 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', 'Data Engineering', ' ∑ Informatica ETL', 'Data Management', 'Data Management Sloutions', ' ∑ ETL Tools', 'Database', ' ∑ Microsoft SQL Server', ' ∑ SQL']"
Senior Outsystems Developer -UAE,"Dubai, United Arab Emirates ",LINK Development,Experienced,3 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ T-SQL', ' ∑ OLAP', ' ∑ BI', ' ∑ SQL', ' ∑ SSRS', ' ∑ ETL', ' ∑ Power BI', 'Data Warehouse']"
Data Analysis/Analytics Instructor (Excel - Power BI),"Nasr City, Cairo, Egypt ",EpsilonAI,Experienced,1+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Training/Instructor', ' ∑ Analysis', ' ∑ business', ' ∑ Business Intelligence', 'Data Analysis', 'Computer Science', ' ∑ Power BI', ' ∑ SQL']"
Junior Backend Developer,"Downtown, Cairo, Egypt ",waffarha.com,Entry Level,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ PHP', 'Computer Science', ' ∑ Git', ' ∑ Software Engineering', ' ∑ Laravel', ' ∑ Software', ' ∑ Software Development', ' ∑ JavaScript']"
Head of Data & Analytics,"New Cairo, Cairo, Egypt ",eVision,Senior Management,9 - 15 Yrs of Exp,"[' ∑ IT/Software Development', 'Data Analysis', 'Data Management']"
Pre-sales Consultant,"Cairo, Egypt ",DXC.technology,Not specified,None,"[' ∑ Sales/Retail', ' ∑ Engineering - Telecom/Technology', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Sales Target', ' ∑ Real Estate', ' ∑ Customer Service', ' ∑ Customer Support', ' ∑ Property']"
Senior Manager - IT Infrastructure,"Dubai, United Arab Emirates ",Higher Colleges of Technology,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Customer Service', ' ∑ Project Management', ' ∑ Marketing', ' ∑ Information Technology (IT)', ' ∑ Customer Support']"
ERP System Administrator,"6th of October, Giza, Egypt ",Confidential,Experienced,3 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ ERP', ' ∑ ERP System', ' ∑ Information Technology (IT)', ' ∑ System Administration', 'Computer Science', ' ∑ SAP', ' ∑ Oracle', ' ∑ CRM', ' ∑ SQL']"
IT Specialist,"Sidi Gaber, Alexandria, Egypt ",Greenway,Experienced,5 - 8 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Hardware', ' ∑ computer', ' ∑ Installation', ' ∑ Information Technology (IT)', ' ∑ IT', ' ∑ network']"
Senior HR Analyst,"Dubai, United Arab Emirates ",Mercer,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Analyst/Research', ' ∑ Information Technology (IT)', ' ∑ Human Resources (HR)', 'Computer Science', ' ∑ Analysis', ' ∑ Recruitment', ' ∑ Business Analysis', ' ∑ Microsoft Office']"
HR Associate French Speaker Non-headcount (Temporary Contract),"Cairo, Egypt ",Viatris Inc,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'computer science', ' ∑ engineering', ' ∑ human resources (hr)', ' ∑ information technology (it)', ' ∑ hr', ' ∑ recruitment']"
QC Welding Inspector,"Riyadh, Saudi Arabia ","Oceaneering International, Inc",Not specified,None,"[' ∑ Quality', ' ∑ Engineering - Other', ' ∑ quality control', ' ∑ qc', ' ∑ quality assurance', ' ∑ qa', 'science', ' ∑ inspection', ' ∑ microsoft word']"
Security Engineer,"Cairo, Egypt ",BayanTech,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', '', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Security', ' ∑ Computer Engineering', ' ∑ Software Engineering', ' ∑ Networking']"
Senior System Admin,"Nasr City, Cairo, Egypt ",Egyptian Cultural Center,Experienced,3 - 5 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Computer Engineering', ' ∑ computer', ' ∑ IT', ' ∑ MCSA', ' ∑ MCSE', ' ∑ CCNA']"
Junior Operations Engineer - Network/Cloud,"Giza, Egypt ",Link Datacenter,Entry Level,0 - 1 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Communication', ' ∑ Operations', ' ∑ Project Management', ' ∑ SQL', ' ∑ Management', ' ∑ Communication skills']"
Senior IT Security Administrator,"10th of Ramadan City, Cairo, Egypt ",Kandil Industries,Experienced,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ CCNA', ' ∑ CCNP', ' ∑ computer', ' ∑ Computer Engineering', 'Computer Science', ' ∑ Engineering', ' ∑ Firewall', ' ∑ Information Technology (IT)']"
Science Teacher,"Cairo, Egypt ",Nefertari International School,Experienced,2+ Yrs of Exp,"[' ∑ R&D/Science', ' ∑ Education/Teaching', ' ∑ Education', 'Science', ' ∑ Teaching', ' ∑ Planning', ' ∑ Classroom Management', ' ∑ teachers']"
IT Manager,"New Cairo, Cairo, Egypt ",Al Janobi Co. For Contracting,Manager,5 - 10 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', ' ∑ computer', ' ∑ Computer Engineering', ' ∑ Computer Hardware', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ IT', ' ∑ Management']"
Front End Team Lead,"New Cairo, Cairo, Egypt ",CrossWorkers,Experienced,6 - 9 Yrs of Exp,"[' ∑ IT/Software Development', 'Computer Science', ' ∑ front-end', ' ∑ Information Technology (IT)', ' ∑ React', ' ∑ Typescript', ' ∑ JavaScript', ' ∑ React Native']"
Network Manager,"Dubai, United Arab Emirates ",Farah Experiences LLC,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Networking', ' ∑ Project Management', ' ∑ Management', ' ∑ Networks']"
"Graduate Development Program (Saudi Nationals, Jeddah Residents)","Riyadh, Saudi Arabia ",Mercer,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ SQL', ' ∑ Programming', ' ∑ C#', ' ∑ Software Engineering']"
Senior Backend Developer (nodejs),"Cairo, Egypt ",Pro Dev Tech,Experienced,4+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ backend', ' ∑ Design', ' ∑ Development', ' ∑ Git', ' ∑ Information Technology (IT)', ' ∑ Programming', ' ∑ Software Development', ' ∑ API', 'Computer Science']"
Backend Laravel Developer (Experienced),"Maadi, Cairo, Egypt ",Road9 Media,Experienced,4 - 6 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Development', ' ∑ Laravel', ' ∑ Information Technology (IT)', ' ∑ RESTful', ' ∑ PHP', 'Computer Science', ' ∑ Database', ' ∑ MySQL']"
Solution Architect,"Dubai, United Arab Emirates ",INTERSEC Group,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Engineering', ' ∑ Computer Engineering', ' ∑ Software Engineering', ' ∑ Software Development', ' ∑ Solution Architecture']"
Product Manager (Automotive Sector),"6th of October, Giza, Egypt ",Nile Projects & Trading,Manager,5 - 7 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Marketing/PR/Advertising', ' ∑ Sales/Retail', ' ∑ Communication', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Engineering', ' ∑ Product Management', ' ∑ Software Development', ' ∑ Sales']"
AI And Machine Learning Engineer,"Cairo, Egypt ",Pro Dev Tech,Experienced,4+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ AI', ' ∑ Artificial Intelligence', ' ∑ Information Technology (IT)', ' ∑ Machine Learning', 'Computer Science', ' ∑ Software Engineering', ' ∑ Programming']"
"Database Consulting Architect - Professional Services, Saudi Arabia","Riyadh, Saudi Arabia ",Nutanix,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Infrastructure', ' ∑ C++', ' ∑ Computer Engineering', ' ∑ DevOps', ' ∑ Engineering']"
Full Stack Developer (Junior or mid level) (.net - angular/react),"Hadayek Alahram, Giza, Egypt ",MiracleEgypt,Entry Level,1 - 4 Yrs of Exp,"[' ∑ IT/Software Development', '', ' ∑ Full Stack', ' ∑ Full Stack Developer', ' ∑ front-end', ' ∑ developer', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Software Development', ' ∑ React', ' ∑ JavaScript']"
"Global VP, Network Agent & SSL","Dubai, United Arab Emirates ",DP World,Not specified,None,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', 'computer science', ' ∑ information technology (it)', ' ∑ customer service', ' ∑ sales', ' ∑ ssl', ' ∑ communication skills', ' ∑ operations']"
IT Network Administrator,"Sheraton, Cairo, Egypt ",Roya Developments,Experienced,3 - 9 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ CCNA', ' ∑ Cisco', ' ∑ Computer Engineering', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ IT', ' ∑ Network Administration', ' ∑ Networks', ' ∑ Security']"
Field Service Engineer Entertainment Lighting,"Dubai, United Arab Emirates ",Signify Holding,Not specified,None,"[' ∑ Engineering - Mechanical/Electrical', ' ∑ Engineering - Other', ' ∑ Engineering', ' ∑ Electrical Engineering', ' ∑ Installation', ' ∑ Maintenance', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Biomedical']"
"Program Manager - Seller Reimbursements, MENA 3P Profitability & Selection","Dubai, United Arab Emirates ",Amazon Middle East and North Africa FZ-LLC,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', ' ∑ Project Management', ' ∑ Information Technology (IT)', ' ∑ Management', 'Computer Science', ' ∑ Engineering', ' ∑ Program Management', ' ∑ Programming']"
SENIOR MANAGER - PRODUCT DEVELOPMENT & MARKETING,"Dubai, United Arab Emirates ",Cargoes,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Sales/Retail', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Customer Service', ' ∑ Project Management', ' ∑ Marketing', ' ∑ Information Technology (IT)', ' ∑ Customer Support']"
Client Success Manager - Upstream Oil & Gas,"Dubai, United Arab Emirates ",Rystad Energy,Not specified,None,"[' ∑ Operations/Management', ' ∑ Sales/Retail', ' ∑ Customer Service', ' ∑ Customer Care', ' ∑ Customer Support', ' ∑ Sales', ' ∑ Sales Skills', ' ∑ Marketing', ' ∑ Account Management']"
Database Administrator - SQL,"New Cairo, Cairo, Egypt ",EGID company,Experienced,2 - 4 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Administrator', 'Computer Science', ' ∑ Database Administrator', ' ∑ SQL', ' ∑ Microsoft Certified Database Administrator', ' ∑ Oracle', ' ∑ Database']"
HRIS and Reporting Analyst,"Dubai, United Arab Emirates ",Borr Drilling,Not specified,None,"[' ∑ Customer Service/Support', ' ∑ Analyst/Research', ' ∑ Analysis', ' ∑ Finance', ' ∑ Accounting', ' ∑ Reporting', ' ∑ Financial Analysis', ' ∑ Call Center', ' ∑ Microsoft Office']"
Investment Consulting Intern,"Dubai, United Arab Emirates ",Mercer,Not specified,None,"[' ∑ Customer Service/Support', ' ∑ Medical/Healthcare', ' ∑ Accounting', ' ∑ Commerce', ' ∑ Finance', ' ∑ CIA', ' ∑ CPA', ' ∑ Microsoft Office', ' ∑ Big 4 firm']"
Odoo Developer,"Nasr City, Cairo, Egypt ",JRM for Communications,Entry Level,1 - 3 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Odoo', ' ∑ Python', ' ∑ Programming', 'Computer Science', ' ∑ CRM']"
Network Security Engineer,"Maadi, Cairo, Egypt ",Link Datacenter,Experienced,1 - 3 Yrs of Exp,"[' ∑ Installation/Maintenance/Repair', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ CCIE', ' ∑ CCNP', ' ∑ computer', 'Computer Science', ' ∑ Engineering', ' ∑ Information Technology (IT)', ' ∑ network']"
Dairy Laboratory Specialist,"Noubaria, Beheira, Egypt ",Milkys - The Milkman,Experienced,2 - 5 Yrs of Exp,"[' ∑ R&D/Science', 'dairy science', ' ∑ Dairy', ' ∑ Laboratory', ' ∑ Food', 'Science']"
IT Operation Team Lead,"San Stefano, Alexandria, Egypt ",Caduceus Lane,Experienced,7 - 10 Yrs of Exp,"['∑ males_only', ' ∑ IT/Software Development', ' ∑ IT Service Management', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ Software Development', ' ∑ Information Systems', ' ∑ CCNA', ' ∑ Cloud Computing', ' ∑ ITIL', ' ∑ MCSA']"
"VB.C#.NET, 3.5/4.0 framework, ASP.NET Developer","Dubai, United Arab Emirates ",Career Raiser,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', 'computer science', ' ∑ information technology (it)', ' ∑ asp.net', ' ∑ c#', ' ∑ .net', ' ∑ mvc', ' ∑ sql']"
Senior Java Developer,"Sheraton, Cairo, Egypt ",Egabi FSI,Experienced,5+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', '', ' ∑ Engineering', ' ∑ Git', ' ∑ Information Technology (IT)', ' ∑ Java', ' ∑ OOP', ' ∑ Software', 'Computer Science', ' ∑ Software Engineering']"
IT Team Leader,"Heliopolis, Cairo, Egypt ",ElMehy Engineering Company,Manager,10 - 15 Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Communication skills', ' ∑ English', 'Computer Science', ' ∑ SAP', ' ∑ Sharepoint', ' ∑ SQL', ' ∑ sales skills', ' ∑ MS SQL']"
"Manager, Student Information Systems","Doha, Qatar ",University of Doha for Science and Technology (UDST),Manager,8+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Operations/Management', ' ∑ Education/Teaching', ' ∑ Information Technology (IT)', 'Computer Science', ' ∑ ERP', ' ∑ Engineering', ' ∑ Computer Engineering', ' ∑ Customer Service', ' ∑ Information Technology']"
Network Instructor,"Haram, Giza, Egypt ",MICA,Entry Level,∑ IT/Software Development,"[' ∑ Education/Teaching', ' ∑ Training/Instructor', ' ∑ CCNA', ' ∑ Cisco', ' ∑ Cisco CCNA', 'Computer Science', ' ∑ Electronics', ' ∑ Engineering', ' ∑ firewalls']"
IT Team Leader,"Nasr City, Cairo, Egypt ",Engosoft,Experienced,6+ Yrs of Exp,"['∑ males_only', ' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Information Technology (IT)', ' ∑ Leadership', ' ∑ Management', ' ∑ Software', ' ∑ Software Development', 'Computer Science', ' ∑ Cisco Firewall', ' ∑ Firewall']"
Medical Sales Supervisor (Cairo - Alex - Tanta -Assiut),"Heliopolis, Cairo, Egypt ",STIO Life Science,Experienced,3 - 5 Yrs of Exp,"[' ∑ Operations/Management', ' ∑ Sales/Retail', ' ∑ Pharmaceutical', ' ∑ MEDICINE', ' ∑ Sales', 'Science', ' ∑ Veterinary', ' ∑ sales skills', ' ∑ Sales Target', ' ∑ Medical']"
Senior Full Stack Developer .Net + Angular,"New Cairo, Cairo, Egypt ",ICIS,Experienced,5+ Yrs of Exp,"[' ∑ IT/Software Development', ' ∑ Engineering - Telecom/Technology', ' ∑ Engineering', 'Computer Science', ' ∑ Information Technology (IT)', ' ∑ Oracle', ' ∑ SQL', ' ∑ Asp.Net', ' ∑ MVC', ' ∑ HTML5']"
Executive II - Business Development,"Dubai, United Arab Emirates ",Petrofac,Not specified,None,"[' ∑ Project/Program Management', ' ∑ Engineering - Telecom/Technology', 'computer science', ' ∑ information technology (it)', ' ∑ project management', ' ∑ microsoft office', ' ∑ sales', ' ∑ marketing', ' ∑ quality']"
Specialist Geotechnical & Civil Engineer/Resident Engineer -Tunneling (KSA),"Riyadh, Saudi Arabia ",WSP,Not specified,None,"[' ∑ Creative/Design/Art', ' ∑ Project/Program Management', ' ∑ engineering', ' ∑ civil engineering', ' ∑ complementary infrastructure', ' ∑ structural engineering', ' ∑ construction', ' ∑ civil', ' ∑ earthworks']"
